fir_id,fir_number,district_id,police_station,date_filed,date_of_incident,crime_type,legal_code,sections_cited,status,narrative_text,modus_operandi,event_context,investigation_stage,created_at,updated_at,created_by,updated_by
FIR-003499,29/2022/003499,42963000000035040,Vijayapura Police Station 4,2022-12-27,2022-12-26 00:00:00,Cybercrime,IPC,"354D,66A (IT Act)",CHARGESHEETED,"On 2022-12-27, at approximately 14:45 hours, at Gandhi Bazaar, Vijayapura in Vijayapura district, Nirja Kari reported that the complainant reported a fraudulent online transaction linked to the accused, causing loss and distress to the complainant. The accused, identified as Osha Shan, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. Statements from persons nearby at the time are being recorded. Formal registration of this case took place on 2022-12-27 at Vijayapura Police Station 4.",the complainant reported a fraudulent online transaction linked to the accused,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003500,29/2023/003500,42963000000035040,Vijayapura Police Station 5,2023-01-07,2023-01-05 00:00:00,Theft,IPC,379,UNDER_INVESTIGATION,"On 2023-01-07, at approximately 06:00 hours, at Vijayapura Shopping Complex in Vijayapura district, Chandrashekar Nayak reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Additional facts surrounding the incident are being ascertained by investigating officers. Formal registration of this case took place on 2023-01-07 at Vijayapura Police Station 5.",the accused allegedly took the property without the owner's consent,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003501,29/2023/003501,42963000000035040,Vijayapura Police Station 3,2023-02-07,2023-02-04 00:00:00,Robbery / dacoity,IPC,"392,397",CHARGESHEETED,"On 2023-02-07, at approximately 10:45 hours, at Gandhi Bazaar, Vijayapura in Vijayapura district, Puttaswamy Nayak reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. The matter is being examined further as part of the ongoing investigation. This FIR was registered on 2023-02-07 at Vijayapura Police Station 3.",a group reportedly surrounded the complainant and took valuables by force,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003502,29/2023/003502,42963000000035040,Vijayapura Police Station 1,2023-03-31,2023-03-28 00:00:00,Robbery / dacoity,IPC,392,CHARGESHEETED,"On 2023-03-31, at approximately 15:30 hours, at Near Vijayapura Government School in Vijayapura district, Parvatamma Reddy reported that the accused allegedly used force to take the property by threat, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. Further details of the incident are being verified during investigation. A witness present at the scene has been recorded. Case registered on 2023-03-31 at Vijayapura Police Station 1.",the accused reportedly threatened the complainant with a weapon during the robbery,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003503,29/2023/003503,42963000000035040,Vijayapura Police Station 2,2023-04-21,2023-04-16 00:00:00,Assault / hurt,IPC,506,OPEN,"On 2023-04-21, at approximately 00:00 hours, at Vijayapura College Road in Vijayapura district, Parvatamma Poojary reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. As of filing, the accused had not been identified; investigators are pursuing available leads. Further details of the incident are being verified during investigation. A witness present at the scene has been recorded. Formal registration of this case took place on 2023-04-21 at Vijayapura Police Station 2.",the accused reportedly used force against the complainant,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003504,29/2023/003504,42963000000035040,Vijayapura Police Station 1,2023-05-08,2023-05-03 00:00:00,Robbery / dacoity,IPC,384,UNDER_INVESTIGATION,"On 2023-05-08, at approximately 02:45 hours, at Vijayapura College Road in Vijayapura district, Gopalakrishna Setty reported that a group reportedly surrounded the complainant and took valuables by force, causing loss and distress to the complainant. As of filing, the accused had not been identified; investigators are pursuing available leads. Relevant facts of the case continue to be verified as the investigation proceeds. Statements from persons nearby at the time are being recorded. Case registered on 2023-05-08 at Vijayapura Police Station 1.",the accused allegedly used force to take the property by threat,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003505,29/2023/003505,42963000000035040,Vijayapura Police Station 5,2023-06-29,2023-06-26 00:00:00,Theft,IPC,379,UNDER_INVESTIGATION,"On 2023-06-29, at approximately 07:15 hours, at ATM Vicinity, Vijayapura Main Road in Vijayapura district, Logan Bhagat reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The matter is being examined further as part of the ongoing investigation. A witness present at the scene has been recorded. Case registered on 2023-06-29 at Vijayapura Police Station 5.",the accused allegedly took the property without the owner's consent,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003506,29/2023/003506,42963000000035040,Vijayapura Police Station 1,2023-07-14,2023-07-12 00:00:00,Robbery / dacoity,IPC,392,CHARGESHEETED,"On 2023-07-14, at approximately 00:30 hours, at Ring Road, Vijayapura in Vijayapura district, Falan Pant reported that the accused allegedly used force to take the property by threat, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Further details of the incident are being verified during investigation. A witness present at the scene has been recorded. This FIR was registered on 2023-07-14 at Vijayapura Police Station 1.",the accused allegedly used force to take the property by threat,MONSOON_SEASON,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003507,29/2023/003507,42963000000035040,Vijayapura Police Station 2,2023-08-03,2023-07-31 00:00:00,Domestic violence / 498A,IPC,304B,CHARGESHEETED,"On 2023-08-03, at approximately 23:45 hours, at Vijayapura Shopping Complex in Vijayapura district, Tara Mallick reported that the complainant alleged mistreatment by the accused's relatives, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. Investigation into the circumstances of the case is currently in progress. FIR registered on 2023-08-03 at Vijayapura Police Station 2.",the complainant reported repeated cruelty over dowry demands,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003508,29/2023/003508,42963000000035040,Vijayapura Police Station 3,2023-08-13,2023-08-12 00:00:00,Robbery / dacoity,IPC,"392,397",UNDER_INVESTIGATION,"On 2023-08-13, at approximately 04:00 hours, at Vijayapura Railway Station in Vijayapura district, Jayamma Hegde reported that a group reportedly surrounded the complainant and took valuables by force, causing loss and distress to the complainant. The accused, identified as Raghavendra Devadiga, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Case registered on 2023-08-13 at Vijayapura Police Station 3.",a group reportedly surrounded the complainant and took valuables by force,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003509,29/2023/003509,42963000000035040,Vijayapura Police Station 5,2023-09-05,2023-09-04 00:00:00,Vehicle theft / snatching,IPC,"379,356",UNDER_INVESTIGATION,"On 2023-09-05, at approximately 11:15 hours, at Main Market Road, Vijayapura in Vijayapura district, Christopher Pal reported that the vehicle was reported missing from where it was parked, causing loss and distress to the complainant. The accused, identified as Sujathamma Reddy, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. The complaint was formally registered on 2023-09-05 at Vijayapura Police Station 5.",the vehicle was reported missing from where it was parked,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003510,29/2023/003510,42963000000035040,Vijayapura Police Station 4,2023-09-04,2023-08-31 00:00:00,Theft,IPC,"379,380",CHARGESHEETED,"On 2023-09-04, at approximately 21:00 hours, at Near Vijayapura Government School in Vijayapura district, Ijaya Nayar reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. The accused, identified as Veeranna Rai, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. FIR registered on 2023-09-04 at Vijayapura Police Station 4.",the accused reportedly slipped away with the belongings unnoticed,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003511,29/2023/003511,42963000000035040,Vijayapura Police Station 2,2023-10-23,2023-10-22 00:00:00,Theft,IPC,379,OPEN,"On 2023-10-23, at approximately 16:00 hours, at Agricultural Field, Vijayapura Outskirts in Vijayapura district, Vasanthamma Gowda reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. The accused, identified as Yallappa Kulkarni, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. This FIR was registered on 2023-10-23 at Vijayapura Police Station 2.",the accused reportedly slipped away with the belongings unnoticed,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003512,29/2023/003512,42963000000035040,Vijayapura Police Station 4,2023-10-20,2023-10-16 00:00:00,Assault / hurt,IPC,"325,326",OPEN,"On 2023-10-20, at approximately 07:00 hours, at Vijayapura Commercial Complex in Vijayapura district, Ekaja Loke reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. As of filing, the accused had not been identified; investigators are pursuing available leads. The matter is being examined further as part of the ongoing investigation. FIR registered on 2023-10-20 at Vijayapura Police Station 4.","a physical altercation reportedly broke out, resulting in injuries",NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003513,29/2023/003513,42963000000035040,Vijayapura Police Station 3,2023-11-29,2023-11-25 00:00:00,Fraud / cheating,IPC,"420,66C/66D (IT Act)",CLOSED,"On 2023-11-29, at approximately 05:30 hours, at ATM Vicinity, Vijayapura Main Road in Vijayapura district, Balendra Sengupta reported that the complainant reported being deceived into a fraudulent transaction, causing loss and distress to the complainant. The accused, identified as Tamanna Sidhu, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Formal registration of this case took place on 2023-11-29 at Vijayapura Police Station 3.",the accused reportedly misrepresented facts to obtain property,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003514,29/2023/003514,42963000000035040,Vijayapura Police Station 4,2023-11-28,2023-11-25 00:00:00,Assault / hurt,IPC,307,UNDER_INVESTIGATION,"On 2023-11-28, at approximately 15:15 hours, at Vijayapura Residential Layout in Vijayapura district, Krishna Cherian reported that a physical altercation reportedly broke out, resulting in injuries, causing loss and distress to the complainant. The accused, identified as Balvan Shah, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Case registered on 2023-11-28 at Vijayapura Police Station 4.","a physical altercation reportedly broke out, resulting in injuries",NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003515,29/2023/003515,42963000000035040,Vijayapura Police Station 1,2023-12-10,2023-12-08 00:00:00,Cybercrime,IPC,"354D,66A (IT Act)",CHARGESHEETED,"On 2023-12-10, at approximately 00:30 hours, at Vijayapura Market Area in Vijayapura district, Aditya Malhotra reported that the complainant reported a fraudulent online transaction linked to the accused, causing loss and distress to the complainant. The accused, identified as Thimmaiah Naik, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. This FIR was registered on 2023-12-10 at Vijayapura Police Station 1.",the accused allegedly gained unauthorized access to the complainant's account,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003516,29/2023/003516,42963000000035040,Vijayapura Police Station 2,2023-12-25,2023-12-25 00:00:00,Robbery / dacoity,IPC,"392,397",CHARGESHEETED,"On 2023-12-25, at approximately 01:45 hours, at Vijayapura Shopping Complex in Vijayapura district, Dayita Talwar reported that a group reportedly surrounded the complainant and took valuables by force, causing loss and distress to the complainant. The accused, identified as Jeet Ghose, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. A witness present at the scene has been recorded. Formal registration of this case took place on 2023-12-25 at Vijayapura Police Station 2.",the accused reportedly threatened the complainant with a weapon during the robbery,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003517,29/2024/003517,42963000000035040,Vijayapura Police Station 1,2024-01-26,2024-01-26 00:00:00,Theft,IPC,379,CHARGESHEETED,"On 2024-01-26, at approximately 21:15 hours, at Highway NH-48 near Vijayapura in Vijayapura district, Neha Cherian reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. The accused, identified as Jeevika Swamy, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. This FIR was registered on 2024-01-26 at Vijayapura Police Station 1.",the accused reportedly slipped away with the belongings unnoticed,NEW_YEAR,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003518,29/2024/003518,42963000000035040,Vijayapura Police Station 5,2024-02-21,2024-02-20 00:00:00,Robbery / dacoity,IPC,"395,396",CHARGESHEETED,"On 2024-02-21, at approximately 22:30 hours, at Vijayapura Junction in Vijayapura district, Shanthakumari Urs reported that a group reportedly surrounded the complainant and took valuables by force, causing loss and distress to the complainant. The accused, identified as Ati Chandran, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. Case registered on 2024-02-21 at Vijayapura Police Station 5.",the accused allegedly used force to take the property by threat,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003519,29/2024/003519,42963000000035040,Vijayapura Police Station 4,2024-03-03,2024-03-02 00:00:00,Cybercrime,IPC,67A (IT Act),CHARGESHEETED,"On 2024-03-03, at approximately 22:45 hours, at Highway NH-4 near Vijayapura in Vijayapura district, Pushpalatha Bhat reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. Relevant facts of the case continue to be verified as the investigation proceeds. FIR registered on 2024-03-03 at Vijayapura Police Station 4.",the accused reportedly impersonated the complainant online,UGADI,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003520,29/2024/003520,42963000000035040,Vijayapura Police Station 3,2024-04-17,2024-04-13 00:00:00,Assault / hurt,IPC,"325,326",CLOSED,"On 2024-04-17, at approximately 05:30 hours, at Farmland near Vijayapura in Vijayapura district, Deepa Sane reported that the accused allegedly assaulted the complainant following an altercation, causing loss and distress to the complainant. The accused, identified as Veda Bumb, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. A witness present at the scene has been recorded. The complaint was formally registered on 2024-04-17 at Vijayapura Police Station 3.",the accused reportedly used force against the complainant,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003521,29/2024/003521,42963000000035040,Vijayapura Police Station 4,2024-05-17,2024-05-14 00:00:00,Theft,IPC,379,UNDER_INVESTIGATION,"On 2024-05-17, at approximately 01:00 hours, at Vijayapura Commercial Complex in Vijayapura district, Aarini Mahajan reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The case is being investigated further to establish the complete sequence of events. A witness present at the scene has been recorded. The complaint was formally registered on 2024-05-17 at Vijayapura Police Station 4.",the item was found missing after the accused was seen nearby,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003522,29/2024/003522,42963000000035040,Vijayapura Police Station 5,2024-06-01,2024-06-01 00:00:00,Robbery / dacoity,IPC,"395,396",CHARGESHEETED,"On 2024-06-01, at approximately 12:30 hours, at ATM near Vijayapura Circle in Vijayapura district, Rachita Date reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. The accused, identified as Charita Tank, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Statements from persons nearby at the time are being recorded. FIR registered on 2024-06-01 at Vijayapura Police Station 5.",the accused allegedly used force to take the property by threat,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003523,29/2024/003523,42963000000035040,Vijayapura Police Station 4,2024-07-26,2024-07-22 00:00:00,Cybercrime,BNS,67A (IT Act - unaffected by BNS),CLOSED,"On 2024-07-26, at approximately 07:45 hours, at Main Market Road, Vijayapura in Vijayapura district, Aarna Sachdeva reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Additional facts surrounding the incident are being ascertained by investigating officers. Formal registration of this case took place on 2024-07-26 at Vijayapura Police Station 4.",the accused reportedly impersonated the complainant online,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003524,29/2024/003524,42963000000035040,Vijayapura Police Station 1,2024-08-12,2024-08-11 00:00:00,Theft,BNS,TBD - verify,CHARGESHEETED,"On 2024-08-12, at approximately 01:30 hours, at Vijayapura College Road in Vijayapura district, Yashodamma Gowda reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. The case is being investigated further to establish the complete sequence of events. A witness present at the scene has been recorded. Case registered on 2024-08-12 at Vijayapura Police Station 1.",the accused allegedly took the property without the owner's consent,GANESHA_CHATURTHI,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003525,29/2024/003525,42963000000035040,Vijayapura Police Station 2,2024-08-16,2024-08-11 00:00:00,Assault / hurt,BNS,296,UNDER_INVESTIGATION,"On 2024-08-16, at approximately 05:15 hours, at Agricultural Field, Vijayapura Outskirts in Vijayapura district, Sureshgowda Devadiga reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. The accused, identified as Fitan Contractor, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. The complaint was formally registered on 2024-08-16 at Vijayapura Police Station 2.",the accused allegedly assaulted the complainant following an altercation,GANESHA_CHATURTHI,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003526,29/2024/003526,42963000000035040,Vijayapura Police Station 5,2024-09-19,2024-09-18 00:00:00,Burglary / housebreaking,BNS,TBD - verify,CHARGESHEETED,"On 2024-09-19, at approximately 01:00 hours, at Vijayapura Extension in Vijayapura district, Nagaveni Devadiga reported that the accused allegedly entered the premises during the night, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. The case is being investigated further to establish the complete sequence of events. A witness present at the scene has been recorded. Case registered on 2024-09-19 at Vijayapura Police Station 5.",the premises were reportedly broken into while unoccupied,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003527,29/2024/003527,42963000000035040,Vijayapura Police Station 1,2024-09-28,2024-09-25 00:00:00,Theft,BNS,TBD - verify,UNDER_INVESTIGATION,"On 2024-09-28, at approximately 05:30 hours, at Highway NH-4 near Vijayapura in Vijayapura district, Jacob Thakkar reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. Further details of the incident are being verified during investigation. Case registered on 2024-09-28 at Vijayapura Police Station 1.",the accused allegedly took the property without the owner's consent,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003528,29/2024/003528,42963000000035040,Vijayapura Police Station 1,2024-10-07,2024-10-05 00:00:00,Domestic violence / 498A,BNS,85,CHARGESHEETED,"On 2024-10-07, at approximately 18:00 hours, at Gandhi Bazaar, Vijayapura in Vijayapura district, Unnati Atwal reported that the complainant reported repeated cruelty over dowry demands, causing loss and distress to the complainant. As of filing, the accused had not been identified; investigators are pursuing available leads. Relevant facts of the case continue to be verified as the investigation proceeds. This FIR was registered on 2024-10-07 at Vijayapura Police Station 1.",the complainant alleged mistreatment by the accused's relatives,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003529,29/2024/003529,42963000000035040,Vijayapura Police Station 4,2024-10-30,2024-10-26 00:00:00,Assault / hurt,BNS,TBD - verify,UNDER_INVESTIGATION,"On 2024-10-30, at approximately 21:15 hours, at Highway NH-4 near Vijayapura in Vijayapura district, Jagadish Setty reported that a physical altercation reportedly broke out, resulting in injuries, causing loss and distress to the complainant. The accused, identified as Lakshmamma Hegde, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. This FIR was registered on 2024-10-30 at Vijayapura Police Station 4.",the accused allegedly assaulted the complainant following an altercation,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003530,29/2024/003530,42963000000035040,Vijayapura Police Station 4,2024-11-14,2024-11-11 00:00:00,Theft,BNS,TBD - verify,CHARGESHEETED,"On 2024-11-14, at approximately 23:15 hours, at Vijayapura Residential Layout in Vijayapura district, Chandrashekar Bhat reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. The accused, identified as Savitramma Shetty, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. A witness present at the scene has been recorded. This FIR was registered on 2024-11-14 at Vijayapura Police Station 4.",the item was found missing after the accused was seen nearby,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003531,29/2024/003531,42963000000035040,Vijayapura Police Station 4,2024-11-08,2024-11-08 00:00:00,Robbery / dacoity,BNS,TBD - verify,CHARGESHEETED,"On 2024-11-08, at approximately 23:15 hours, at Vijayapura College Road in Vijayapura district, Xavier Dugar reported that the accused allegedly used force to take the property by threat, causing loss and distress to the complainant. The accused, identified as Siddalingaiah Reddy, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. This FIR was registered on 2024-11-08 at Vijayapura Police Station 4.",the accused reportedly threatened the complainant with a weapon during the robbery,HARVEST_SEASON,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003532,29/2024/003532,42963000000035040,Vijayapura Police Station 1,2024-12-06,2024-12-01 00:00:00,Vehicle theft / snatching,BNS,304,CLOSED,"On 2024-12-06, at approximately 09:30 hours, at Vijayapura Bus Stand in Vijayapura district, Ubika Batta reported that the vehicle was reported missing from where it was parked, causing loss and distress to the complainant. The complainant was unable to identify the accused; identification efforts are continuing. Relevant facts of the case continue to be verified as the investigation proceeds. Statements from persons nearby at the time are being recorded. Case registered on 2024-12-06 at Vijayapura Police Station 1.",the vehicle was reported missing from where it was parked,HARVEST_SEASON,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003533,29/2024/003533,42963000000035040,Vijayapura Police Station 3,2024-12-19,2024-12-14 00:00:00,Vehicle theft / snatching,BNS,TBD - verify,OPEN,"On 2024-12-19, at approximately 01:30 hours, at Vijayapura College Road in Vijayapura district, Chaaya Kapur reported that the vehicle was reported missing from where it was parked, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. Investigation into the circumstances of the case is currently in progress. Formal registration of this case took place on 2024-12-19 at Vijayapura Police Station 3.",the vehicle was reported missing from where it was parked,HARVEST_SEASON,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003534,29/2025/003534,42963000000035040,Vijayapura Police Station 2,2025-01-21,2025-01-19 00:00:00,Fraud / cheating,BNS,318,CHARGESHEETED,"On 2025-01-21, at approximately 20:00 hours, at KSRTC Bus Stand, Vijayapura in Vijayapura district, Siddalingaiah Nayak reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The accused, identified as Ubika Konda, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Statements from persons nearby at the time are being recorded. FIR registered on 2025-01-21 at Vijayapura Police Station 2.",the complainant reported being deceived into a fraudulent transaction,NEW_YEAR,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003535,29/2025/003535,42963000000035040,Vijayapura Police Station 1,2025-02-08,2025-02-03 00:00:00,Theft,BNS,TBD - verify,CHARGESHEETED,"On 2025-02-08, at approximately 14:45 hours, at Highway NH-4 near Vijayapura in Vijayapura district, Darika Puri reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. Relevant facts of the case continue to be verified as the investigation proceeds. This FIR was registered on 2025-02-08 at Vijayapura Police Station 1.",the accused reportedly slipped away with the belongings unnoticed,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003536,29/2025/003536,42963000000035040,Vijayapura Police Station 4,2025-03-24,2025-03-21 00:00:00,Vehicle theft / snatching,BNS,304,UNDER_INVESTIGATION,"On 2025-03-24, at approximately 10:00 hours, at Highway NH-4 near Vijayapura in Vijayapura district, Thimmakka Setty reported that the vehicle was allegedly driven away by the accused, causing loss and distress to the complainant. The accused, identified as Vasudha Kunda, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Formal registration of this case took place on 2025-03-24 at Vijayapura Police Station 4.",the accused reportedly snatched the item and fled on a two-wheeler,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-003537,29/2025/003537,42963000000035040,Vijayapura Police Station 1,2025-04-12,2025-04-09 00:00:00,Domestic violence / 498A,BNS,80,OPEN,"On 2025-04-12, at approximately 22:45 hours, at Near Vijayapura Government School in Vijayapura district, Kaveri Achar reported that the complainant alleged mistreatment by the accused's relatives, causing loss and distress to the complainant. The accused, identified as Chandrashekar Setty, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Statements from persons nearby at the time are being recorded. The complaint was formally registered on 2025-04-12 at Vijayapura Police Station 1.",the complainant alleged mistreatment by the accused's relatives,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
