accused_id,name,age,age_group,gender,address_district_id,address_taluk,occupation,prior_offense_count,first_offense_date,last_offense_date,risk_score,risk_score_updated_at,created_at,updated_at,created_by,updated_by
ACC-03645,Dayita Savant,46,46-55,FEMALE,42963000000035016,Bengaluru Urban North,"Engineer, broadcasting (operations)",2,2021-12-23,2022-04-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03646,Prakash Hegde,56,56-65,MALE,42963000000035016,Bengaluru Urban East,Theme park manager,1,2023-04-04,2023-04-04,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03647,Aadi Krishnamurthy,47,46-55,MALE,42963000000035026,Hassan Taluk HQ,Optometrist,1,2024-03-11,2024-03-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03648,Yatin Goda,40,36-45,MALE,42963000000035032,Mandya East,Land/geomatics surveyor,1,2023-10-05,2023-10-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03649,Yasti Mander,42,36-45,FEMALE,42963000000035028,Kalaburagi Taluk HQ,Hydrographic surveyor,1,2024-06-12,2024-06-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03650,Rathnamma Setty,43,36-45,FEMALE,42963000000035017,Bidar Taluk HQ,"Geneticist, molecular",1,2022-12-09,2022-12-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03651,Kariyappa Bhat,31,26-35,MALE,42963000000035016,Bengaluru Urban Taluk HQ,Ship broker,1,2025-06-14,2025-06-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03652,Onkar Maharaj,37,36-45,MALE,42963000000035026,Hassan South,"Surveyor, mining",1,2022-01-21,2022-01-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03653,Harish Nayak,18,18-25,MALE,42963000000035016,Bengaluru Urban West,Retail manager,1,2021-02-10,2021-02-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03654,Manjunath Poojary,21,18-25,MALE,42963000000035015,Bengaluru Rural South,Insurance broker,1,2022-01-25,2022-01-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03655,Daksh Gopal,57,56-65,MALE,42963000000035018,Chamarajanagar Taluk HQ,Ranger/warden,1,2021-11-21,2021-11-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03656,Basavaraj Naik,56,56-65,MALE,42963000000035014,Belagavi Rural,Accounting technician,1,2024-11-18,2024-11-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03657,Wahab Tandon,55,46-55,MALE,42963000000035030,Kolar East,"Development worker, community",1,2021-11-27,2021-11-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03658,Nagaraj Urs,27,26-35,MALE,42963000000035016,Bengaluru Urban East,Editorial assistant,1,2022-07-21,2022-07-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03659,Channabasappa Shetty,22,18-25,MALE,42963000000035025,Gadag Taluk HQ,Brewing technologist,1,2022-06-12,2022-06-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03660,Nidra Chandra,64,56-65,FEMALE,42963000000035024,Dharwad North,Probation officer,1,2023-12-03,2023-12-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03661,Hemani Hari,32,26-35,FEMALE,42963000000035012,Bagalkot South,Clinical embryologist,1,2021-11-27,2021-11-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03662,Manjunath Hegde,64,56-65,MALE,42963000000035035,Ramanagara East,Exhibition designer,1,2023-05-21,2023-05-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03663,Nikita Thaker,59,56-65,FEMALE,42963000000035029,Kodagu West,Industrial/product designer,2,2022-11-24,2023-03-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03664,Sujathamma Urs,22,18-25,FEMALE,42963000000035020,Chikkamagaluru South,IT consultant,1,2025-04-12,2025-04-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03665,Dalaja Mital,33,26-35,FEMALE,42963000000035024,Dharwad Taluk HQ,Travel agency manager,1,2021-04-06,2021-04-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03666,Faras Naik,57,56-65,MALE,42963000000035020,Chikkamagaluru North,"Designer, graphic",1,2024-10-09,2024-10-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03667,Rudra Garg,61,56-65,MALE,42963000000035029,Kodagu Taluk HQ,"Designer, industrial/product",1,2023-07-09,2023-07-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03668,Nicholas Varty,60,56-65,MALE,42963000000035024,Dharwad East,Public relations account executive,1,2021-08-10,2021-08-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03669,Kariyappa Nayak,63,56-65,MALE,42963000000035023,Davanagere East,"Therapist, nutritional",1,2021-10-15,2021-10-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03670,Krish Karnik,59,56-65,MALE,42963000000035038,Udupi North,General practice doctor,1,2021-08-10,2021-08-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03671,Gopalakrishna Kulkarni,19,18-25,MALE,42963000000035034,Raichur Rural,Public house manager,1,2023-11-29,2023-11-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03672,Qasim Dhillon,59,56-65,MALE,42963000000035021,Chitradurga East,Information officer,1,2023-08-13,2023-08-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03673,Peter Murty,60,56-65,MALE,42963000000035014,Belagavi Taluk HQ,"Production assistant, television",2,2021-08-20,2023-09-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03674,Harish Reddy,27,26-35,MALE,42963000000035016,Bengaluru Urban East,Insurance account manager,1,2025-08-17,2025-08-17,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03675,Ronith Sahni,58,56-65,MALE,42963000000035026,Hassan Taluk HQ,"Accountant, chartered public finance",1,2021-10-14,2021-10-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03676,Ayaan Rege,42,36-45,MALE,42963000000035029,Kodagu East,Manufacturing systems engineer,1,2023-05-26,2023-05-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03677,Lokesh Nayak,31,26-35,MALE,42963000000035022,Dakshina Kannada East,Counselling psychologist,1,2023-06-22,2023-06-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03678,Laksh Bahl,25,18-25,MALE,42963000000035026,Hassan Taluk HQ,"Engineer, electrical",1,2021-10-11,2021-10-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03679,Lavanya Menon,26,26-35,FEMALE,42963000000035022,Dakshina Kannada Rural,Midwife,1,2021-11-09,2021-11-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03680,Manjunath Devadiga,36,36-45,MALE,42963000000035030,Kolar Taluk HQ,Aeronautical engineer,1,2022-05-12,2022-05-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03681,Prakash Poojary,23,18-25,MALE,42963000000035020,Chikkamagaluru Taluk HQ,IT technical support officer,1,2023-07-10,2023-07-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03682,Sai Nanda,20,18-25,FEMALE,42963000000035013,Ballari East,"Surveyor, insurance",1,2024-09-28,2024-09-28,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03683,Vasanthamma Achar,39,36-45,FEMALE,42963000000035033,Mysuru Rural,"Surveyor, minerals",1,2025-05-29,2025-05-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03684,Janaki Thakur,27,26-35,FEMALE,42963000000035037,Tumakuru Taluk HQ,Printmaker,1,2022-05-26,2022-05-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03685,Chatresh Borde,31,26-35,MALE,42963000000035016,Bengaluru Urban West,Financial manager,1,2024-10-09,2024-10-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03686,Nicholas Srinivasan,60,56-65,MALE,42963000000035029,Kodagu East,"Therapist, horticultural",2,2021-03-22,2022-10-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03687,Arin Ramakrishnan,57,56-65,MALE,42963000000035017,Bidar West,"Radiographer, therapeutic",1,2024-06-25,2024-06-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03688,Logan Prashad,63,56-65,MALE,42963000000035018,Chamarajanagar West,Barrister's clerk,1,2025-07-18,2025-07-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03689,Ayaan Oommen,30,26-35,MALE,42963000000035034,Raichur South,Health and safety adviser,1,2024-09-30,2024-09-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03690,Theodore Mane,54,46-55,MALE,42963000000035014,Belagavi North,Clinical psychologist,1,2023-10-14,2023-10-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03691,Nagaraj Nayak,51,46-55,MALE,42963000000035016,Bengaluru Urban Taluk HQ,Public house manager,1,2025-05-18,2025-05-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03692,Shivakumar Reddy,42,36-45,MALE,42963000000035035,Ramanagara South,Contractor,1,2023-03-22,2023-03-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03693,Nicholas Sachdev,29,26-35,MALE,42963000000035023,Davanagere North,"Designer, blown glass/stained glass",2,2023-10-02,2025-08-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03694,Kariyappa Shetty,41,36-45,MALE,42963000000035014,Belagavi South,Dentist,1,2021-03-11,2021-03-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03695,Irya Chakrabarti,40,36-45,FEMALE,42963000000035017,Bidar North,Primary school teacher,1,2024-07-06,2024-07-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03696,Ravindranath Rai,49,46-55,MALE,42963000000035040,Vijayapura East,Financial trader,1,2022-12-30,2022-12-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03697,Leena Wali,57,56-65,FEMALE,42963000000035024,Dharwad West,"Horticulturist, amenity",1,2024-03-28,2024-03-28,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03698,Ekaraj Bir,46,46-55,MALE,42963000000035025,Gadag North,Interior and spatial designer,1,2025-08-19,2025-08-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03699,Vansha Kala,28,26-35,FEMALE,42963000000035019,Chikballapur South,Educational psychologist,1,2021-05-15,2021-05-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03700,Prakash Reddy,63,56-65,MALE,42963000000035022,Dakshina Kannada Rural,IT sales professional,2,2022-01-17,2025-11-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03701,Ishaan Sharma,26,26-35,MALE,42963000000035021,Chitradurga West,Medical illustrator,2,2022-07-03,2024-12-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03702,Ira Lad,26,26-35,FEMALE,42963000000035041,Yadgir East,Freight forwarder,1,2022-11-08,2022-11-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03703,Ekiya Dar,52,46-55,FEMALE,42963000000035040,Vijayapura North,Paediatric nurse,2,2021-02-13,2024-05-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03704,Rudra Sur,61,56-65,MALE,42963000000035014,Belagavi North,Art therapist,1,2025-08-13,2025-08-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03705,Yashvi Prakash,46,46-55,FEMALE,42963000000035037,Tumakuru North,"Administrator, sports",1,2022-10-06,2022-10-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03706,Anamika Thaman,56,56-65,FEMALE,42963000000035040,Vijayapura Rural,"Journalist, newspaper",1,2021-08-13,2021-08-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03707,Lohit Nath,19,18-25,MALE,42963000000035029,Kodagu North,Broadcast engineer,1,2024-08-20,2024-08-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03708,Jagadish Hegde,34,26-35,MALE,42963000000035032,Mandya North,Call centre manager,1,2021-10-08,2021-10-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03709,Dayita Wali,54,46-55,FEMALE,42963000000035015,Bengaluru Rural Rural,"Designer, interior/spatial",1,2022-05-14,2022-05-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03710,Lakshmamma Shetty,41,36-45,FEMALE,42963000000035038,Udupi East,Scientific laboratory technician,1,2023-05-06,2023-05-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03711,Vinaya Halder,47,46-55,FEMALE,42963000000035026,Hassan Rural,"Buyer, industrial",1,2022-10-01,2022-10-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03712,Rathnamma Devadiga,60,56-65,FEMALE,42963000000035033,Mysuru Rural,Plant breeder/geneticist,1,2022-04-01,2022-04-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03713,Viraj Seth,54,46-55,MALE,42963000000035024,Dharwad South,"Designer, blown glass/stained glass",1,2023-02-08,2023-02-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03714,Chandrashekar Devadiga,25,18-25,MALE,42963000000035037,Tumakuru Taluk HQ,Lawyer,2,2021-10-13,2025-02-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03715,Hemani Nori,31,26-35,FEMALE,42963000000035018,Chamarajanagar North,Professor Emeritus,1,2023-10-14,2023-10-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03716,Advaith Ratti,23,18-25,MALE,42963000000035020,Chikkamagaluru North,"Teacher, special educational needs",1,2023-11-19,2023-11-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03717,Aarini Ramakrishnan,33,26-35,FEMALE,42963000000035017,Bidar North,Advertising account executive,1,2024-06-11,2024-06-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03718,Isaiah Naidu,62,56-65,MALE,42963000000035014,Belagavi Rural,Physiotherapist,1,2023-08-15,2023-08-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03719,Kai Kapoor,35,26-35,MALE,42963000000035021,Chitradurga East,Television/film/video producer,1,2021-12-18,2021-12-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03720,Veer Iyer,49,46-55,MALE,42963000000035022,Dakshina Kannada Taluk HQ,"Teacher, special educational needs",1,2023-12-26,2023-12-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03721,Faraj Gulati,43,36-45,MALE,42963000000035017,Bidar Rural,Data scientist,1,2024-12-02,2024-12-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03722,Nikita Golla,26,26-35,FEMALE,42963000000035036,Shivamogga West,Chiropractor,1,2023-05-10,2023-05-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03723,Jagadish Setty,45,36-45,MALE,42963000000035017,Bidar North,Agricultural engineer,1,2022-07-17,2022-07-17,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03724,Devansh Zachariah,19,18-25,MALE,42963000000035035,Ramanagara Rural,Magazine features editor,2,2022-09-27,2024-10-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03725,Nihal Murty,61,56-65,MALE,42963000000035025,Gadag South,Event organiser,2,2023-09-29,2025-08-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03726,Vasanthamma Poojary,26,26-35,FEMALE,42963000000035022,Dakshina Kannada North,"Engineer, manufacturing",1,2023-01-10,2023-01-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03727,Max Gade,31,26-35,MALE,42963000000035023,Davanagere West,Photographer,1,2024-01-23,2024-01-23,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03728,Jackson Kalla,42,36-45,MALE,42963000000035012,Bagalkot North,Marine scientist,1,2025-11-01,2025-11-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03729,Ekapad Sarraf,62,56-65,MALE,42963000000035026,Hassan Rural,Community pharmacist,1,2022-12-15,2022-12-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03730,Agastya Sawhney,65,56-65,MALE,42963000000035030,Kolar East,"Engineer, manufacturing",1,2025-11-13,2025-11-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03731,Aryan Sekhon,18,18-25,MALE,42963000000035036,Shivamogga South,Print production planner,1,2021-02-02,2021-02-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03732,Hardik Jha,56,56-65,MALE,42963000000035039,Uttara Kannada West,Museum/gallery conservator,1,2021-02-05,2021-02-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03733,Chakradhar Gill,26,26-35,MALE,42963000000035012,Bagalkot East,Risk manager,1,2021-06-11,2021-06-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03734,Gautami Kadakia,35,26-35,FEMALE,42963000000035027,Haveri Taluk HQ,Community arts worker,1,2024-07-30,2024-07-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03735,Praneel Nadig,30,26-35,MALE,42963000000035016,Bengaluru Urban Taluk HQ,Pathologist,1,2022-04-06,2022-04-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03736,Basavaraj Hegde,54,46-55,MALE,42963000000035040,Vijayapura Taluk HQ,"Engineer, aeronautical",1,2025-12-24,2025-12-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03737,Raghavendra Setty,39,36-45,MALE,42963000000035020,Chikkamagaluru West,"Engineer, materials",1,2022-03-18,2022-03-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03738,Zehaan Parsa,63,56-65,MALE,42963000000035032,Mandya Taluk HQ,Purchasing manager,1,2024-06-06,2024-06-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03739,Thimmaiah Urs,52,46-55,MALE,42963000000035038,Udupi West,Freight forwarder,1,2025-10-08,2025-10-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03740,Vedant Babu,54,46-55,MALE,42963000000035030,Kolar Taluk HQ,Actor,1,2021-07-06,2021-07-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03741,Prakash Gowda,36,36-45,MALE,42963000000035018,Chamarajanagar South,Museum/gallery conservator,2,2025-01-21,2025-11-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03742,Sudiksha Chaudhry,33,26-35,FEMALE,42963000000035014,Belagavi West,Marine scientist,1,2025-09-27,2025-09-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03743,Puttaswamy Poojary,39,36-45,MALE,42963000000035014,Belagavi West,Media planner,2,2022-04-01,2025-04-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03744,Lokesh Devadiga,58,56-65,MALE,42963000000035031,Koppal South,Insurance claims handler,1,2021-07-20,2021-07-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03745,Teerth Mital,47,46-55,MALE,42963000000035021,Chitradurga North,Estate manager/land agent,1,2023-09-14,2023-09-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03746,Ravindranath Bhat,20,18-25,MALE,42963000000035029,Kodagu South,Chartered accountant,1,2025-06-21,2025-06-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03747,Siddalingaiah Bhat,42,36-45,MALE,42963000000035019,Chikballapur South,Newspaper journalist,2,2024-05-17,2025-09-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03748,Abhiram Maharaj,20,18-25,MALE,42963000000035015,Bengaluru Rural Taluk HQ,Jewellery designer,1,2023-08-23,2023-08-23,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03749,Ekavir Kothari,27,26-35,MALE,42963000000035038,Udupi Rural,"Editor, film/video",1,2024-08-30,2024-08-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03750,Devansh Venkataraman,24,18-25,MALE,42963000000035022,Dakshina Kannada Rural,"Designer, furniture",2,2022-10-18,2023-05-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03751,Harish Reddy,53,46-55,MALE,42963000000035030,Kolar Taluk HQ,Counselling psychologist,1,2022-07-31,2022-07-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03752,Anirudh Bhat,24,18-25,MALE,42963000000035022,Dakshina Kannada East,"Therapist, occupational",1,2023-12-03,2023-12-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03753,Yashodamma Achar,51,46-55,FEMALE,42963000000035042,Vijayanagara East,"Engineer, manufacturing systems",1,2024-01-20,2024-01-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03754,Ria Sachdeva,42,36-45,FEMALE,42963000000035024,Dharwad Rural,"Designer, industrial/product",1,2022-02-03,2022-02-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03755,Shivakumar Hegde,51,46-55,MALE,42963000000035017,Bidar East,Personnel officer,1,2023-02-03,2023-02-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03756,Gagan Venkataraman,20,18-25,MALE,42963000000035033,Mysuru South,"Designer, blown glass/stained glass",1,2024-04-10,2024-04-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03757,Rathnamma Nayak,52,46-55,FEMALE,42963000000035017,Bidar West,"Education officer, community",1,2024-11-19,2024-11-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03758,Dayamai Gaba,22,18-25,FEMALE,42963000000035028,Kalaburagi East,Air traffic controller,1,2022-09-15,2022-09-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03759,Rathnamma Poojary,63,56-65,FEMALE,42963000000035016,Bengaluru Urban North,Research scientist (medical),1,2021-12-19,2021-12-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03760,Niharika Raval,55,46-55,FEMALE,42963000000035031,Koppal West,Midwife,1,2025-09-30,2025-09-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-03761,Jagadish Hegde,28,26-35,MALE,42963000000035019,Chikballapur East,Geochemist,1,2025-09-13,2025-09-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
